Id,ProductId,Rmb,Dollar
1001,com.babuyo.footy.bigbang.oversea.item1,6.0,1.0
1002,com.babuyo.footy.bigbang.oversea.item2,30.0,0.9900000095367432
1003,com.babuyo.footy.bigbang.oversea.item3,68.0,4.989999771118164
1004,com.babuyo.footy.bigbang.oversea.item4,128.0,9.989999771118164
1005,com.babuyo.footy.bigbang.oversea.item5,328.0,19.989999771118164
1006,com.babuyo.footy.bigbang.oversea.item6,648.0,49.9900016784668
1007,com.babuyo.footy.bigbang.oversea.tiropack1,6.0,0.9900000095367432
1008,com.babuyo.footy.bigbang.oversea.tiropack2,12.0,1.9900000095367432
1009,com.babuyo.footy.bigbang.oversea.tiropack3,30.0,4.989999771118164
1010,com.babuyo.footy.bigbang.oversea.tiropack4,68.0,9.989999771118164
1011,com.babuyo.footy.bigbang.oversea.tiropack5,128.0,19.989999771118164
1012,com.babuyo.footy.bigbang.oversea.tiropack6,648.0,99.98999786376953
1013,com.babuyo.footy.bigbang.oversea.mcard1,30.0,0.0
1014,com.babuyo.footy.bigbang.oversea.mcard2,68.0,0.0
