00c3a4c171eaf3147bf997376e1949be,02b29aed6bfdbfccf244f8bf8ae8ef19,16955074387605563589
0084938e06a950a4e915f5606a34a6b6,b891e4e32daf173f5d5f4db95d57db50,15001308733929176379
0076f3df20f3b5b49bacf026ac2a93c2,a9ce39a636302ccac4297700757e81c6,9272349745225235797
00679fe0d1993664294eb5e9ac48f0ff,fd34c0e02f095232c004d74c050e7dd0,12444899641195319765
0078b3400ac79954487cbd005a783da8,49ac4a36062defbaff8a90a1b5d37572,10499024650524450667
006a452a50c853c4fa97179b6643f864,0dba3eae1a8d0d949753c94c24e77e44,13996956676625871051
10c2256ebaed37d48a0f47e4960c4ce4,d4e822f25d37d3aafabd2a89da15a910,9259386021557047198
1025d502f1b8c634ba489fdab7a15a72,f0184de9a310f52b5457b5c835d7f52a,15051046513855639800
10c81d5cff1ac014da1d641417b377c3,1877377a10961fb2c309da0fcd5cd3fb,15752278242982842981
20756ef17c135704c9685320952051d8,7de344dd1d5d496a66043df88a4e354c,14815659030337932441
201830ecc9c948b4589f239487a81aae,df923c0347d06f1c335dc8edf9e5937f,10520134109840366382
30246c41ac1272a4790656aa2486356f,6f5881fa2c3421da953ebe40bdef722a,15340522340421219647
30b487d1009e9294d9da7448acedca03,962671e33cb186feab41876f7e0d5104,9514186808557419783
30c58bca07bd3814abe18a3a4f8138ed,cff225a7e94524e2658a8fff41897a67,18044683065189106021
30c6adff86490444c8326864dd74d9e8,8cd3e7396d2046a1d2d1b7a9a7c38a20,14173724250974400019
3088ceb423a146448922d30056e70aba,362611a25e58aae5458f29340930cdbe,10197966404097301098
30ea7ddb2bd7bea439c5b123ae9d12e9,6c0a236d656dd44c009e061efce63650,9453903592030689740
301b30730ee77894b9ce4257ea9d75f5,71e1388bf2a5c621562ca19eca7d9c31,18446463698210922496
30abe12547ffb8146b64fc7e58ad1780,515a687a21a3bd57040c7550c904e091,13852081532579886399
30bea6dff5c38aa48bac22c907f26394,4cffb21115413a82d246bbf340f78747,10434637172262262584
30bf3866af1068d48be2e060d4fb9757,ff9ab6981badaa4ada0b9830dfa1f33e,13866934951077306774
405729de9321bde4689eae0e73938f4b,644060cfc5558163f5fba7e6b0ac8358,10648032594839771609
406bc02602df48c4e9f5f96b2b320820,f524adace367d449840dcbbdb1fa5b24,14143113443125866904
40bfb1ff0bda1ad46b6f8dd3af8fccbc,5d4895f2a5f041549d921c12f49b6418,15136351220399354464
5052c237d6cb54a4da1bb62be4fbf9c4,d944e80d30bd5ea4d97072d8622be9da,10722307876913822765
5034eeb3380f614429ed08711b4c0ca5,78b09b89abfd449b8996fa7649d11f14,14182744712435438397
506922a26e7b27944bd7a03b49b43fb0,2b9be257062b83c77c200a0ea457ac75,10535719210882370681
509c604db6598bb489480e4ea0d15d3f,916f6e0b35f12972d275402f4677fd08,10945692994476313370
50acd95fc6eef454f9aa986f5c047ee0,5a57ff6e012400e7a5a72f856572e3b3,17308324523401874908
506e444d66c5b2a4f8684a482db78b3b,e1f39378c156cfaefdbf75271780aad6,9627110943398242680
500f503fcb0d7ac4995636494298d5fb,e748f8389e215fe2507dfd898ac0bd53,15054526129551521087
502f534e9b0f3d14282f8533b9f078ea,b8f30093650348b80580cc9158d41c74,13657796612744555820
50df804a7e58297429f76a5cbec17e30,770af5b91a0f646cafdafe3dc5e30834,13895598523068387575
60e90221c4e550d49b1c0744fe972e23,92fbc1bd71533da74705b2b936b9c472,10206417259023684722
60bb1256058eb3f479df7bf64e603d5d,92e2bcc2a0c61ee1d3719ab94f7984d2,14325520712613217842
702064cc67183d841af155a1bae6cbdd,c3c4e4192cf099cca679b2c337840254,14636970650126400924
7094d61edaa9dea4ebccdba26dbd1efa,e6c0ea44e169c43d37dea8f8df123835,15354281353043858831
70250d5c9e282f84e9cf1321177fc9bf,27ca0de7c1543951e04e002bbe214668,9639761729391521510
7057dbcf6e51dc04fb2db4bce4a9dd22,c1baf564efcaf0b895cdd8421b7c8026,12300898200612016568
7058ce4d3f64fba4580b59b65b853c29,c3e19792b2c9eabd0a77816813ad9fab,9611058322734590423
8010c1877cf638d40a2afbbb711cb789,043e85ebb1abc8a49aecc8b06d8bd63c,13996910110740330468
80c30ee81888c8f4ea3d44dd1675079f,663c8e904ec68791cfacc50aaa228730,15088759036891770658
80a4dc38615223a4f8467eb0fe6aced8,faa291e7e43bf9fcaea73f601ea6d28b,15147298152316942324
809719761d77df3448d1de2df7452898,b4b23a95caad2f4b4d984668e72aeed7,10693915595160932244
80c792f3bd058ee45bd6895a782239af,3080df3ee7adc770bc5833ec17ed62ad,14496091678095127943
803844fadd7da7c4294c958cb5ddfc0c,fd83fbe7426385d299516839fdf8fb88,10434566782077066086
809988830694f704c8650da80fd97683,0f8c17af124e16ef760a1b86606022d1,11036715333348390283
80c9c9bb98a55634c8fae2b93cc27810,4c6921b590047917ac201e8adc70337e,13876270476502334693
803c00b4aab3a0a4badc9b17caafcd99,097a19dfb0681ffe671aeaae1f180c94,13948517125965204326
80ac20b53b53f8b4983bb87d134e8772,8234c2ee566bc91b1254a56147da6396,18091867638500132122
